C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_35_690.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_35_690.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_35_690.jpg,0,0,0,1.503854E-05
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_35_792.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_35_792.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_35_792.jpg,0,0,0,1.620121E-05
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_35_892.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_35_892.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_35_892.jpg,0,0.1387101,0,0.03141302
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_35_988.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_35_988.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_35_988.jpg,0,0.4266873,0,0.456823
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_084.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_084.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_084.jpg,0,0.7211493,0,1.261491
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_178.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_178.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_178.jpg,0,1,0,2.122767
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_273.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_273.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_273.jpg,0,1,0,3.293336
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_366.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_366.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_366.jpg,0,1,0,4.468447
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_460.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_460.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_460.jpg,0,1,0,5.398217
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_554.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_554.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_554.jpg,0,1,0,6.550429
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_656.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_656.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_656.jpg,-0.25,1,0,7.677001
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_752.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_752.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_752.jpg,-0.5000001,1,0,8.756416
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_846.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_846.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_846.jpg,-0.7500002,1,0,9.780296
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_36_942.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_36_942.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_36_942.jpg,0,1,0,10.80264
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_038.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_038.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_038.jpg,0,1,0,11.51146
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_136.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_136.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_136.jpg,0,1,0,12.74729
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_228.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_228.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_228.jpg,-0.15,1,0,13.79974
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_321.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_321.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_321.jpg,-0.35,1,0,14.55105
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_421.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_421.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_421.jpg,0,1,0,15.73241
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_515.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_515.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_515.jpg,0,1,0,16.56012
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_615.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_615.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_615.jpg,0,1,0,17.80804
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_712.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_712.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_712.jpg,-0.25,1,0,18.641
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_810.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_810.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_810.jpg,-0.5000001,1,0,19.69434
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_37_904.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_37_904.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_37_904.jpg,0,1,0,20.56523
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_003.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_003.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_003.jpg,0,1,0,21.64031
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_099.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_099.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_099.jpg,-0.1,1,0,22.42046
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_194.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_194.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_194.jpg,-0.35,1,0,23.32054
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_289.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_289.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_289.jpg,-0.6000001,1,0,24.12716
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_384.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_384.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_384.jpg,0,1,0,24.93188
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_474.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_474.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_474.jpg,0,1,0,25.67735
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_568.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_568.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_568.jpg,-0.25,1,0,26.61487
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_663.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_663.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_663.jpg,-0.5000001,1,0,27.43541
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_755.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_755.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_755.jpg,-0.7,1,0,27.98004
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_843.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_843.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_843.jpg,0,1,0,28.84402
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_38_938.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_38_938.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_38_938.jpg,0,1,0,29.57071
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_043.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_043.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_043.jpg,0,1,0,30.19022
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_130.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_130.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_130.jpg,0,1,0,30.19026
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_225.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_225.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_225.jpg,-0.25,1,0,30.17567
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_316.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_316.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_316.jpg,0,1,0,30.19005
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_403.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_403.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_403.jpg,0,1,0,30.18999
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_498.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_498.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_498.jpg,0,1,0,30.19023
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_587.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_587.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_587.jpg,0,1,0,30.19032
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_678.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_678.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_678.jpg,-0.2,1,0,30.17971
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_770.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_770.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_770.jpg,0,1,0,30.19006
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_869.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_869.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_869.jpg,0,1,0,30.18979
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_39_964.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_39_964.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_39_964.jpg,-0.15,1,0,30.18592
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_058.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_058.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_058.jpg,-0.35,1,0,30.16526
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_155.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_155.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_155.jpg,-0.6000001,1,0,30.1342
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_253.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_253.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_253.jpg,0,1,0,30.1871
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_347.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_347.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_347.jpg,0,1,0,30.18997
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_442.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_442.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_442.jpg,0,1,0,30.19042
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_538.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_538.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_538.jpg,0.1,1,0,30.18696
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_632.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_632.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_632.jpg,0.35,1,0,30.16286
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_726.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_726.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_726.jpg,0,1,0,30.18619
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_825.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_825.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_825.jpg,0,1,0,30.1898
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_40_910.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_40_910.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_40_910.jpg,0,1,0,30.19016
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_009.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_009.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_009.jpg,-0.15,1,0,30.18311
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_105.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_105.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_105.jpg,-0.4,1,0,30.15654
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_198.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_198.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_198.jpg,-0.6000001,1,0,30.13256
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_297.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_297.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_297.jpg,0,1,0,30.18679
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_394.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_394.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_394.jpg,-0.1,1,0,30.19035
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_489.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_489.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_489.jpg,-0.35,1,0,30.16807
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_583.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_583.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_583.jpg,0,1,0,30.18671
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_678.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_678.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_678.jpg,0,1,0,30.1897
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_771.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_771.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_771.jpg,0,1,0,30.19027
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_884.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_884.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_884.jpg,0,1,0,30.19027
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_41_977.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_41_977.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_41_977.jpg,0,1,0,30.1903
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_057.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_057.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_057.jpg,-0.2,1,0,30.18003
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_157.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_157.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_157.jpg,-0.45,1,0,30.15166
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_255.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_255.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_255.jpg,0,1,0,30.18883
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_357.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_357.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_357.jpg,0,1,0,30.19011
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_455.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_455.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_455.jpg,0,1,0,30.1903
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_565.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_565.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_565.jpg,0.2,1,0,30.17918
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_664.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_664.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_664.jpg,0.45,1,0,30.1517
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_762.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_762.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_762.jpg,0,1,0,30.185
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_857.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_857.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_857.jpg,0,1,0,30.18961
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_42_956.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_42_956.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_42_956.jpg,0.15,1,0,30.18652
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_053.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_053.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_053.jpg,0.4,1,0,30.15965
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_153.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_153.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_153.jpg,0,1,0,30.18927
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_233.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_233.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_233.jpg,-0.2,1,0,30.17479
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_333.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_333.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_333.jpg,-0.45,1,0,30.14812
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_429.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_429.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_429.jpg,-0.7,1,0,30.11876
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_521.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_521.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_521.jpg,-0.9000002,1,0,30.1004
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_623.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_623.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_623.jpg,-1,1,0,30.11008
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_714.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_714.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_714.jpg,0,1,0,30.16549
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_784.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_784.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_784.jpg,0,1,0,30.18305
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_887.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_887.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_887.jpg,0,1,0,30.18946
C:\Users\MuteTunic\Desktop\IMG\center_2019_04_21_20_00_43_956.jpg,C:\Users\MuteTunic\Desktop\IMG\left_2019_04_21_20_00_43_956.jpg,C:\Users\MuteTunic\Desktop\IMG\right_2019_04_21_20_00_43_956.jpg,0,1,0,30.19018
